1

97,108,108,108,110
97,108,108,108,110
97,108,108,108,110
97,108,108,108,110
97,108,108,108,110
97,109,109,114,97
97,108,109,118,97
96,108,108,117,97
97,108,108,117,97
97,109,109,117,97
97,108,108,117,97
97,108,108,117,97
97,108,108,117,97
97,109,108,116,97
96,109,109,116,97
97,109,108,116,97
97,108,108,116,97
97,108,108,116,97
97,108,108,117,97
97,108,108,117,97
97,109,109,117,97
97,108,108,116,97
97,108,108,117,97
97,108,108,116,97
97,109,108,116,97
97,109,108,116,97
99,110,110,111,99
100,111,110,111,99
99,110,110,111,99
99,110,110,111,99
99,110,110,110,99
99,110,110,110,99
99,110,110,110,99
99,110,110,110,99
99,110,110,111,99
99,110,110,110

97,108,108,108,110
97,108,108,108,110
96,108,107,108,110
90,103,103,103,110
98,110,110,110,98
97,109,108,118,96
97,109,108,117,96
97,109,108,117,97
97,109,108,117,97
97,109,108,117,96
97,109,108,117,97
97,109,109,117,97
97,109,109,117,97
97,109,108,117,97
97,109,109,117,97
97,109,109,117,97
97,109,108,116,97
97,109,108,116,97
97,109,108,116,97
97,109,108,117,97
96,109,108,117,96
96,110,109,116,97
97,109,108,117,97
97,109,108,116,97
97,109,108,116,97
97,109,108,116,97
97,109,108,116,97
97,109,108,116,97
97,109,108,116,97
97,109,108,116,97
98,110,109,112,98
99,110,110,110,99
99,110,110,110,99
99,110,110,110,99
99,110,109,110,99
99,110,110,110,99
99,110,110,110,99
99,110,109,110,99
99,110,110,110,99
99,110,110,110,99
99,110,110,110,99
99,110,110,111,99
99,110,110,110,99
99,110,110,110,99
99,110,110,110,99
98,110,110,110,99


90,103,102,103,142
97,109,108,108,110
90,103,103,103,143
89,103,103,103,143
96,109,108,117,96
96,109,107,117,96
96,109,108,117,97
97,108,107,117,97
97,108,109,117,96
96,109,108,116,97
97,108,108,116,97
96,109,108,116,97
97,108,108,116,97
97,109,108,116,96
97,108,108,116,96
97,108,107,116,97
97,109,109,116,97
97,109,107,116,97
97,108,108,116,97
97,108,108,116,96
97,108,108,116,97
97,108,108,116,97
97,108,108,116,97
98,109,109,110,98
99,110,110,110,98
99,110,110,110,99
99,110,110,110,98
98,110,110,110,99
99,110,109,110,99
99,110,110,110,99
99,110,110,110,98
99,110,110,110,99
99,110,110,110,99
99,110,110,110,99
90,103,102,104,143
