1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,62
1,61
1,61
1,61
1,61
1,62
1,61
1,61
1,62
1,62
1,62
1,62
1,62
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,60
1,60
1,60
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,61
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,61
1,61
1,61
1,60
1,61
1,61
1,60
1,60
1,60
1,61
1,60
1,60
1,60
1,60
1,60
1,61
1,60
1,61
1,60
1,61
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,61
1,60
1,61
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,59
1,59
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,58
1,59
1,59
1,59
1,59
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,60
1,59
1,59
1,60
1,59
1,60
1,59
1,59
1,59
1,59
